english	translation	category	sub_category	source
Kamfreena's apprentice.		examine	npc	Lorelai
A one-eyed cutie.		examine	npc	Rory
A one-eyed woman eater.		examine	npc	Cyclops
Good thing there's no such thing as Sarachnophobia.		examine	npc	Sraracha
A fallen worshiper of a forgotten religion.		examine	npc	Undead Druid
He can set up offers on the Exchange for you.		examine	npc	Grand Exchange Clerk
She can set up offers on the Exchange for you.		examine	npc	Grand Exchange Clerk
Director of the Grand Exchange.		examine	npc	Brugsen Bursen
He maintains this agility course.		examine	npc	Gunnjorn
Appears to be some kind of mystic.		examine	npc	TzHaar-Mej
Looks like a craftsman of some kind.		examine	npc	TzHaar-Hur
Doesn't look very social.		examine	npc	TzHaar-Xil
Must be a guard or something.		examine	npc	TzHaar-Ket
Another one of those mystic-types.		examine	npc	TzHaar-Mej-Jal
Found somewhere between a rock and a hard place.		examine	npc	Rock Golem
Wonder what it's making.		examine	npc	TzHaar-Hur-Tel
Stoney!		examine	npc	Rocks
Some kind of bat...		examine	npc	Tz-Kih
Looks like living lava...		examine	npc	Tz-Kek
A very brave merchant.		examine	npc	William
Commander of Saradomin's forces.		examine	npc	Commander Zilyana
Bane of darkness.		examine	npc	Starlight
Defender of the faithful.		examine	npc	Growler
Champion of truth.		examine	npc	Bree
A holy man wearing ancient clothing.		examine	npc	Saradomin priest
Saradomin's chosen warrior.		examine	npc	Spiritual warrior
A ranger spirit dedicated to Saradomin.		examine	npc	Spiritual ranger
Saradomin's holy mage.		examine	npc	Spiritual mage
A valiant knight.		examine	npc	Knight of Saradomin
A huge war chief.		examine	npc	General Graardor
A battle-honed goblin.		examine	npc	Sergeant Strongstack
One of the leaders of the business Consortium, a ruler of Keldagrim.		examine	npc	Purple Pewter Director
Veldaban, Commander of the Black Guard in Keldagrim.		examine	npc	Commander Veldaban
The cat belongs to the director of the Red Axe.		examine	npc	Red Axe Cat
A dwarven enforcer.		examine	npc	Black Guard Berserker
Ugly and bad-tempered.		examine	npc	Ogre
Green and aggressive.		examine	npc	Jogre
A one-eyed man-eater.		examine	npc	Cyclops
An ugly, smelly creature.		examine	npc	Hobgoblin
The spirit of a ranger, serving Bandos beyond death.		examine	npc	Spiritual ranger
A true servant of Bandos.		examine	npc	Spiritual warrior
One of Bandos's chosen.		examine	npc	Spiritual mage
An ancient goblin.		examine	npc	Goblin
A warrior for Bandos.		examine	npc	Goblin
A soldier to the death.		examine	npc	Goblin
Cannon fodder, so to speak.		examine	npc	Goblin
Footsoldier for Bandos.		examine	npc	Goblin
This support is propping the door closed.		examine	npc	Door-support
Without its support, it was no problem!		examine	npc	Door
This door seems to have a weak point.		examine	npc	Door
A spiney horror from the ocean depths...		examine	npc	Dagannoth
No one likes crabs... especially really big ones!		examine	npc	Giant Rock Crab
Heavy rock!		examine	npc	Boulder
A Fremennik warrior, hard at work.		examine	npc	Bardur
A knee-high horror from the ocean depths...		examine	npc	Dagannoth fledgeling
The dagannoth king responsible for the death of the Bukalla.		examine	npc	Dagannoth Supreme
A legendary dagannoth king, rumoured to fly on the North winds.		examine	npc	Dagannoth Prime
Firstborn of the legendary dagannoth kings.		examine	npc	Dagannoth Rex
One of the many citizens of Dorgesh-Kaan.		examine	npc	Cave goblin
A respected member of the Dorgeshuun Council.		examine	npc	Ur-zek
Looks after cave goblin money.		examine	npc	Banker
He works the city's metal.		examine	npc	Bartak
He keeps the cave goblin magic working.		examine	npc	Turgall
Sells leather goods made of frog!		examine	npc	Reldak
Sells lamps to light your way in dark caves.		examine	npc	Miltog
She looks after the kiddies.		examine	npc	Mernik
Taking a terribly important box from one place to another.		examine	npc	Crate goblin
Good at shorthand.		examine	npc	Goblin scribe
A connoisseur of exotic foods from outside Dorgesh-Kaan.		examine	npc	Gourmet
Sells cave goblin fast food.		examine	npc	Turgok
Oversees the market.		examine	npc	Lurgon
He's the head of the Dorgeshuun Council.		examine	npc	Ur-tag
He keeps order in the city.		examine	npc	Guard
A goblin adventurer.		examine	npc	Zanik
A goblin baby.		examine	npc	Young 'un
A goblin child.		examine	npc	Cave goblin child
Don't spit, it's unhygienic.		examine	npc	Spit goblin
A bug-eyed little goblin fish. How cute.		examine	npc	Goblin fish
He knows a thousand arcane secrets, every one of which would drive you mad.		examine	npc	Movario
He's here to guard the wizard.		examine	npc	Darve
Annoying little flappy things.		examine	npc	Moths
Sells bone goods.		examine	npc	Barlak
Looks like he wants money.		examine	npc	Saniboch
Very protective of his master... and his property.		examine	npc	Dromund's cat
Makes sculptures.		examine	npc	Blasidar the sculptor
Models for sculptures.		examine	npc	Riki the sculptor's model
Proprietor of Vigr's Warhammers.		examine	npc	Vigr
Proprietor of the Quality Weapons Shop.		examine	npc	Santiri
Proprietor of the Quality Armour Shop.		examine	npc	Saro
Proprietor of Gunslik's Assorted Items.		examine	npc	Gunslik
Looks like some kind of engineer or mechanic.		examine	npc	Wemund
He's selling his bread on the market here.		examine	npc	Randivor
A gem stall owner, with goods from the deepest of mines.		examine	npc	Hervi
A crafty dwarf.		examine	npc	Nolar
He has lots of silver on display. And only silver.		examine	npc	Gulldamar
An old mining dwarf, now he sells pickaxes and generally acts grumpy.		examine	npc	Tati
She seems to be doing rather well for herself, selling clothes in a palace shop.		examine	npc	Agmundi
A rather poor looking little dwarf, selling her clothes on the market.		examine	npc	Vermundi
A rather personable banker lady.		examine	npc	Banker
A rather serious old fella.		examine	npc	Banker
He takes care of the library and its many books.		examine	npc	Librarian
Library assistant, to be exact.		examine	npc	Assistant
A customer looking for books.		examine	npc	Customer
Looks like a human traveler visiting the library.		examine	npc	Customer
What an eccentric little fellow!		examine	npc	Dromund
He tends to the plants in the palace garden.		examine	npc	Rind the gardener
Looks after the factory.		examine	npc	Factory Manager
Works hard at whatever it is he does.		examine	npc	Factory Worker
A keeper of the Inn.		examine	npc	Inn Keeper
A rich landlord, fat and jolly.		examine	npc	Inn Keeper
These Dwarf ladies are so attractive!		examine	npc	Barmaid
Makes a living off his tips I'm sure.		examine	npc	Barman
He makes sure the carts don't run anyone over.		examine	npc	Cart conductor
Remember: don't drink and ride in mine carts.		examine	npc	Cart conductor
Keeps the line clear of traffic.		examine	npc	Cart conductor
A loud, drunk and generally obnoxious dwarf.		examine	npc	Rowdy dwarf
A bickering old dwarf.		examine	npc	Hegir
A sad old dwarf living in a sad old home.		examine	npc	Runvastr
He seems to always be busy.		examine	npc	Sune
This dwarf doesn't seem to be very well off.		examine	npc	Bentamir
A dwarf minding his own business.		examine	npc	Ulifed
He's a bit short, but then again, he's a dwarf.		examine	npc	Reinald
A short, merry guy.		examine	npc	Karl
A beer drinking dwarf that is, for once, not totally drunk.		examine	npc	Gauss
A dwarf, wandering the streets of Keldagrim.		examine	npc	Myndill
His kebabs certainly smell delicious.		examine	npc	Kjut
He seems very tall. For a dwarf.		examine	npc	Tombar
A dwarf, wandering around Keldagrim.		examine	npc	Odmar
He seems to be very well off.		examine	npc	Audmann
Walking stick, spiky hair, twirly moustache. He's a villain alright.		examine	npc	Red Axe Director
That's one mean looking dwarf the Red Axe has employed.		examine	npc	Red Axe Henchman
Seems intelligent... for an ogre.		examine	npc	Ogre shaman
Apparantly negotiating some business with the Red Axe.		examine	npc	Gnome emissary
The companion of the gnome emissary.		examine	npc	Gnome companion
Taking a break from work, presumably.		examine	npc	Factory Worker
Remember: don't drink and ride in minecarts.		examine	npc	Cart conductor
His ship miraculously survived the crash into the statue earlier.		examine	npc	Dwarven Boatman
He carries a heavy load.		examine	npc	Dwarven Miner
He's delivered his ores.		examine	npc	Dwarven Miner
Engineer's assistant.		examine	npc	Buinn
Animated bronze armour.		examine	npc	Animated Bronze Armour
Animated iron armour.		examine	npc	Animated Iron Armour
Animated steel armour.		examine	npc	Animated Steel Armour
Animated black armour.		examine	npc	Animated Black Armour
Animated mithril armour.		examine	npc	Animated Mithril Armour
Animated adamant armour.		examine	npc	Animated Adamant Armour
Animated rune armour.		examine	npc	Animated Rune Armour
The guild engineer.		examine	npc	Gamfred
Used to be a black knight.		examine	npc	Ajjat
Blademistress, skillful female warrior.		examine	npc	Kamfreena
A warrior mage from the east.		examine	npc	Shanomi
Food shopkeeper.		examine	npc	Lidio
Potion shopkeeper.		examine	npc	Lilly
Armour shopkeeper.		examine	npc	Anton
Bank staff.		examine	npc	Jade
Big... Cow-like... But cows don't have serpent tails!		examine	npc	Catablepon
I think this spider has been genetically modified.		examine	npc	Giant spider
Incey wincey... with a nasty bite.		examine	npc	Spider
An extremely vicious scorpion.		examine	npc	Scorpion
He doesn't look very pleased to see you.		examine	npc	Minotaur
These goblins have grown strong.		examine	npc	Goblin
Very war-like and looking at you!		examine	npc	Gate of War
Even this door looks half starved, maybe it's going to invite you for lunch.		examine	npc	Ricketty door
Are you sure you want to touch that?		examine	npc	Oozing barrier
Bones of the long dead crafted into an elaborate portal.		examine	npc	Portal of Death
Overgrown vermin.		examine	npc	Giant rat
A boney ghost.		examine	npc	Ankou
The leader of the 'Humans Against Monsters' group.		examine	npc	Johanhus Ulsbrecht
A deacon in the 'Humans Against Monsters' group. A rather enthusiastic chap.		examine	npc	H.A.M. Deacon
A member of the 'Humans Against Monsters' group.		examine	npc	H.A.M. Member
A gnome pilot coming to get you!		examine	npc	Captain Lamdoo
Aaw baby chick!		examine	npc	Terrorchick gnome
The delivery honcho!		examine	npc	Gianne jnr.
An underpayed gnome!		examine	npc	Timble
An overworked gnome!		examine	npc	Tamble
A lazy gnome.		examine	npc	Spang
He looks like he's a long way from home.		examine	npc	Brambickle
He's very diplomatic		examine	npc	Generic Diplomat
He's very diplomatic.		examine	npc	Ambassador Gimblewap
Peaceful man!		examine	npc	Ambassador Spanfipple
Crazy professor!		examine	npc	Professor Manglethorp
Bubbly cheerleader!		examine	npc	Damwin
A gnome mage on sabbatical.		examine	npc	Professor Onglewip
A visiting gnome mage.		examine	npc	Professor Imblewyn
Gnome customer.		examine	npc	Perrdur
A female gnome.		examine	npc	Mimm
A gnome whom likes antiques.		examine	npc	Eebel
A gnome spinner.		examine	npc	Ermin
Pilot Veteran.		examine	npc	Portobello
A gnome pilot off duty, he looks a bit worse for wear...		examine	npc	Captain Ninto
A gnome pilot off duty, he looks a bit drunk.		examine	npc	Captain Daerkin
He looks after the terrorbirds.		examine	npc	Meegle
He looks like a big gnomeball fan.		examine	npc	Wurbel
She tends the toads and worms in the swamp.		examine	npc	Sarble
He looks alert and ready for action.		examine	npc	Guard Vemmeldo
A lean mean gnome fighting machine.		examine	npc	Burkor
He looks like he needs something useful to do.		examine	npc	Froono
A disciple of Zamorak.		examine	npc	Mage of Zamorak
An initiate of Zamorak.		examine	npc	Dark Mage
A blood-drinking denizen of the Abyss.		examine	npc	Abyssal leech
It seems to have eyes in the back of its head...		examine	npc	Abyssal guardian
Apparently walks the Abyss.		examine	npc	Abyssal walker
He looks angry and smells drunk.		examine	npc	Skippy
Like a regular Skippy, just damper.		examine	npc	Skippy
Skippy, just looking a little 'tender'.		examine	npc	Skippy
He seems a lot less angry and smells a great deal fresher.		examine	npc	Skippy
It looks like some broken bottles		examine	npc	A pile of broken glass
An angry Ogre in a funny hat.		examine	npc	Mogre
Eek! A werewolf!		examine	npc	Werewolf
A traveling man. Are those fleas?		examine	npc	Boris
A well organised shop keeper.		examine	npc	Imre
He's staring at the moon.		examine	npc	Yuri
He keeps calling me comrade.		examine	npc	Joseph
There's a set of brows that mean business.		examine	npc	Nikolai
This is one feral looking innkeeper.		examine	npc	Eduard
A tough looking villager.		examine	npc	Lev
A simple villager.		examine	npc	Georgy
Seems a bit of a drama queen.		examine	npc	Svetlana
I bet she works out.		examine	npc	Irina
She doesn't say much.		examine	npc	Alexis
She looks like she can handle herself.		examine	npc	Milla
She seems light on her feet.		examine	npc	Galina
A wise villager.		examine	npc	Sofiya
Not exactly a warrior princess.		examine	npc	Ksenia
A well off villager.		examine	npc	Yadviga
The woman.		examine	npc	Nikita
She seems sure of herself.		examine	npc	Vera
A healthy villager.		examine	npc	Zoja
She's looking for flowers.		examine	npc	Liliya
A marsh coloured blamish snail, these types are said to spit acid.		examine	npc	Myre Blamish Snail
The Jagex cat.		examine	npc	Bob
An awe inspiring combination of a lady, a lion and an eagle.		examine	npc	Sphinx
A graceful feline.		examine	npc	Neite
A battle-hardened hero.		examine	npc	Robert the Strong
Robert's beautiful panther.		examine	npc	Odysseus
An ancient evil.		examine	npc	Dragonkin
A ranger.		examine	npc	R4ng3rNo0b889
Loving cats.		examine	npc	Love Cats
A blood coloured blamish snail, these types are said to spit acid.		examine	npc	Blood Blamish Snail
A muddy coloured blamish snail, these types are said to spit acid.		examine	npc	Ochre Blamish Snail
A bruise blue coloured blamish snail, these types are said to spit acid.		examine	npc	Bruise Blamish Snail
A branch bark coloured blamish snail, these types are said to spit acid.		examine	npc	Bark Blamish Snail
I can see 'things' swimming in the water.		examine	npc	Fishing spot
The famous tree gnome chef.		examine	npc	Aluft Gianne snr.
He can serve you gnome food.		examine	npc	Gnome Waiter
Despite his name, rarely actually cooks heads.		examine	npc	Head chef
Perhaps this gardener might look after your crops for you.		examine	npc	Elstan
This dummy is very susceptible to any sort of combat.		examine	npc	Combat dummy
Perhaps this gardener might look after your tree for you.		examine	npc	Liliwen
My Troll Transmogs.		examine	npc	Reach
He's sunbathing.		examine	npc	Wise Old Man
An amazing piece of crafting.		examine	npc	Clockwork cat
A seller of crossbow parts.		examine	npc	Hirko
Converts grass to beef.		examine	npc	Cow
Beefy.		examine	npc	Cow
Prelude to a steak.		examine	npc	Cow calf
